ID товара;Остаток
526043;16
526046;127
18532;69
20549;178
19579;108
22938;11
22939;48
25111;132
18807;164
26832;89
26833;126
26834;163
26835;20
26836;57
26837;94
526004;13
526010;55
526007;124
526013;166
526005;0
526011;92
526008;161
526014;0
38742;119
58252;9
58253;46
20301;182
19298;151
20937;134
21435;20
36889;138
36893;106
23945;10
511917;74
511910;175
511913;106
511920;0
526720;45
526719;8
511923;116
511918;111
526721;82
526718;151
511914;143
511915;180
58380;65
58368;161
30241;42
23776;57
21788;121
24944;73
23941;42
21581;22
514857;134
57081;62
514854;0
57076;57
57078;0
57079;168
57077;94
514856;97
514860;65
21301;102
22922;139
23291;112
23775;20
21943;96
18592;129
24285;170
22924;33
20302;39
24943;36
23563;96
58377;134
23564;133
19299;8
21565;150
24291;0
18593;166
22276;177
24290;175
18574;183
21942;0
18576;0
24286;27
21584;133
24942;179
18573;146
25028;121
18253;6
21945;170
22923;0
23289;38
22279;108
20305;150
18572;109
23939;148
24941;142
22280;145
20935;60
20297;34
25027;84
18800;85
20306;7
18260;85
24287;64
21790;15
21789;0
23938;111
18943;156
18801;0
19796;37
33206;127
30321;0
30282;119
58412;169
532695;80
514859;28
30263;136
19301;82
514871;112
514870;75
514861;102
22278;71
514872;0
19300;45
22277;34
18591;92
20300;145
22926;107
514868;181
514869;38
514867;144
21300;65
514866;107
514858;171
514864;33
514865;70
514863;0
57940;165
57942;0
57941;22
46143;0
22281;182
23293;6
18946;87
20298;71
22927;144
19293;146
20303;76
46144;33
22534;183
31914;0
31917;134
31916;97
31915;60
43653;26
43580;25
51977;34
50043;116
43576;57
43581;62
43577;94
43578;0
43588;141
43579;168
50041;42
50042;79
50035;180
50039;148
50025;170
43584;173
43585;30
43586;67
50026;27
50036;37
50038;111
43582;99
43583;136
50034;143
47382;119
50028;101
50029;138
50040;0
54172;69
50030;175
50031;0
50032;69
50033;106
43575;20
50024;133
50027;64
48639;8
48644;13
48640;45
48641;82
48650;55
48642;119
48651;92
48646;87
48647;124
48648;161
48649;18
48629;178
48632;109
48630;35
48645;0
48655;60
48654;0
48653;166
48643;156
48638;151
50023;96
43625;70
43617;134
43623;0
43624;33
43618;171
43619;28
43639;48
43620;65
43621;102
50021;22
50022;0
50015;160
49611;152
50006;7
43632;0
43637;154
43633;6
43635;80
50007;44
51165;0
50017;54
43626;107
50018;91
43627;144
50014;123
43631;112
50001;182
50009;118
50004;0
50020;165
43628;181
43622;139
50019;128
43629;38
50010;155
50011;12
50012;49
50016;17
50013;0
43630;75
43636;117
50051;52
50008;81
43641;0
43646;127
43642;159
43643;16
43644;53
49978;51
49979;88
49972;9
49962;179
43649;58
43650;0
43651;132
43652;169
49963;36
49973;46
49975;120
43647;164
43648;21
49971;152
47384;13
49965;110
49966;147
49977;0
43645;90
54173;106
49967;184
49968;0
49969;78
49970;115
43640;85
49961;142
49964;73
54174;143
51974;103
43589;178
43594;183
43590;35
43591;72
43602;119
43592;109
43598;151
43599;8
43600;45
43601;82
43595;40
43596;0
43593;146
54169;138
43597;114
56038;171
54171;0
56044;33
48623;136
56055;80
48660;65
48658;171
48624;173
48664;33
48659;28
48665;70
48625;30
48626;67
48627;0
48663;0
48685;90
48628;141
48635;40
48661;102
48662;139
48667;144
48666;107
48634;183
48657;134
47633;46
47635;120
47634;83
47637;0
47636;157
47639;88
47638;51
47640;125
47643;56
47644;93
47642;19
47645;130
47641;162
47646;0
47649;98
47650;135
47648;61
47651;172
47647;24
47652;29
47655;0
47656;177
47654;103
47657;34
47653;66
47658;71
47661;182
47662;39
47660;145
47663;76
47659;108
49959;0
43669;78
43674;83
43670;115
43671;152
43681;162
43672;9
49957;174
49958;31
49951;132
49955;100
49941;0
43677;0
43678;51
43679;88
43680;125
49942;159
49952;169
49954;63
43675;120
47383;156
49944;53
49945;90
49956;137
43673;46
49946;127
49947;164
49948;21
49949;58
43668;0
49940;85
48670;75
48681;0
48682;159
48677;154
48675;80
48684;53
48683;16
48673;6
51985;150
49999;108
43655;100
43660;105
43656;137
43657;174
43667;184
49991;172
49995;0
49982;19
43663;36
43664;73
43665;110
43666;147
49983;56
49992;29
49994;103
43661;142
43662;179
49990;135
47386;87
49985;130
49996;177
43659;0
43654;63
49986;0
49987;24
49988;61
49989;98
49981;162
49984;93
51975;0
56046;107
56047;144
43604;13
43609;18
43605;0
43606;87
43616;97
43607;124
43612;129
43613;166
43614;0
43615;60
54175;180
43610;55
43608;161
54170;175
43603;156
34413;146
34423;156
34419;8
34430;55
34418;151
34405;30
34428;161
34416;0
34406;67
34400;25
34407;0
34437;134
34436;97
34432;129
34420;45
34401;62
34417;114
34421;82
34431;92
34435;60
34412;109
34433;166
34398;0
34426;87
34414;183
34399;168
34425;0
34429;18
34422;119
34404;173
34424;13
31586;127
31660;165
32999;28
31669;138
31735;60
31670;175
31674;143
31662;0
31737;134
31584;53
31673;106
31665;170
31661;22
31663;96
31583;16
32974;183
31734;0
31668;101
31675;180
31664;133
31666;27
31736;97
31667;64
31671;0
31672;69
32563;96
32545;150
32570;175
32569;138
32538;71
32558;91
32567;64
32557;54
32556;17
32554;125
32544;0
32541;182
32539;108
32549;118
32553;0
32535;0
32534;103
32532;29
32555;160
32466;107
32465;70
32467;144
32448;161
32441;82
32462;139
32461;102
32470;75
32455;60
32460;65
32459;28
32457;134
55268;121
32447;124
32444;13
32454;0
32442;119
32452;129
32456;97
32439;8
32438;151
32437;114
32436;0
32435;40
32458;171
32374;123
32359;108
32346;0
32345;130
32353;66
32370;155
32369;118
32343;56
32363;76
32368;81
32365;150
32358;71
32355;0
32362;39
32364;0
32342;19
55263;116
32287;144
32351;172
32349;98
32348;61
32347;24
32366;7
32295;80
32312;169
32336;157
32317;174
32325;110
32324;73
32307;164
32323;36
32322;179
32320;105
55267;84
32335;120
32332;9
32306;127
32330;115
32310;0
32303;16
32308;21
32298;11
32297;154
32327;184
32326;147
32299;48
32321;142
55269;0
55273;126
55272;89
55271;52
55274;163
55275;20
36434;43
22916;97
21933;0
23353;66
36436;117
22367;124
23931;0
22369;18
22370;55
23355;0
21377;34
19371;152
32995;60
20395;60
24354;0
24355;60
23356;177
23357;34
21379;108
18330;155
24356;97
20396;97
20397;134
55265;10
28293;146
55266;47
31739;28
32975;40
31591;132
31740;65
32976;0
31592;169
31744;33
31741;102
31677;74
55262;79
31676;37
31587;164
31588;21
31738;171
32978;151
31679;148
31595;100
31589;58
31590;0
31742;139
31678;111
31593;26
31594;63
32473;6
33000;65
32559;128
45247;144
45249;38
45250;75
45251;112
45252;0
45253;6
45255;80
45256;117
45257;154
45258;11
45259;48
45260;85
45261;0
55270;15
45262;159
45263;16
45267;164
45268;21
45270;0
48162;179
32996;97
33003;0
32333;46
32542;39
32980;45
32311;132
32562;0
33004;33
32463;0
19372;9
22371;92
24357;134
507677;154
507678;11
507681;0
507682;159
507683;16
507684;53
507685;90
507686;127
507687;164
507688;21
507689;58
507690;0
507691;132
507692;169
507693;26
507694;63
507695;100
507696;137
507697;174
507698;31
507699;0
507700;105
507701;142
507702;179
507827;124
507828;161
507829;18
507830;55
507831;92
507832;129
507833;166
507834;0
507835;60
507836;97
507837;134
507838;171
507839;28
507840;65
507841;102
507842;139
507843;0
507844;33
507847;144
507848;181
507849;38
507727;24
507728;61
507730;135
507731;172
507732;29
507733;66
507734;103
507735;0
507736;177
507737;34
507738;71
507739;108
507740;145
507741;182
507742;39
507743;76
507744;0
507745;150
507746;7
507747;44
507748;81
507749;118
507776;37
507779;148
507780;0
507750;155
507751;12
507752;49
507753;0
507754;123
507755;160
507756;17
507757;54
507758;91
507759;128
507760;165
507761;22
507762;0
507763;96
507764;133
507765;170
507766;27
507767;64
507769;138
507770;175
507773;106
507774;143
507775;180
507804;173
507806;67
507807;0
507808;141
507809;178
507810;35
507811;72
507812;109
507813;146
507814;183
507815;40
507816;0
507818;151
507819;8
507820;45
507821;82
507822;119
507823;156
507824;13
507825;0
507826;87
507781;42
507782;79
507783;116
507784;153
507785;10
507786;47
507787;84
507788;121
507789;0
507790;15
507791;52
507792;89
507793;126
507794;163
507795;20
507796;57
507797;94
507799;168
507801;62
507803;136
507703;36
507704;73
507706;147
507707;184
507708;0
507709;78
507710;115
507711;152
507712;9
507713;46
507715;120
507716;157
507717;0
507718;51
507719;88
507720;125
507721;162
507722;19
507724;93
507726;0
45282;179
45283;36
45285;110
45286;147
45287;184
45288;0
45271;132
45276;137
45279;0
45280;105
45281;142
33377;154
33378;11
33380;85
33375;80
33382;159
33373;6
31979;88
31981;162
31985;130
31990;135
31986;0
31987;24
31991;172
31993;66
31978;51
31980;125
31983;56
31988;61
31984;93
31994;103
31995;0
31982;19
31992;29
31999;108
31998;71
33608;61
33612;29
20378;151
20379;8
22352;109
18314;103
22353;146
24336;0
24337;114
25040;25
18315;0
20381;82
20382;119
21365;130
33842;79
524785;90
23929;138
19994;163
24934;63
19739;88
17993;106
20996;157
32651;112
32652;0
32653;6
32654;43
32655;80
32671;132
32656;117
32657;154
32658;11
32662;159
32663;16
32664;53
32670;0
32669;58
32666;127
524724;173
524828;61
524854;123
524750;55
524802;179
524776;117
524725;30
524829;98
524855;160
524751;92
524803;36
524777;154
528357;134
528375;80
528387;164
528363;0
528381;0
528369;38
524726;67
524830;135
524856;17
524752;129
524804;73
524778;11
524727;0
524831;172
524857;54
524753;166
524805;110
524779;48
524728;141
524832;29
524858;91
524754;0
524806;147
524780;85
524729;178
524833;66
524859;128
524755;60
524807;184
524781;0
528360;65
528378;11
528390;0
528366;107
528384;53
528372;0
524730;35
524834;103
524860;165
524756;97
524808;0
524782;159
524731;72
524835;0
524861;22
524757;134
524809;78
524783;16
524746;87
524850;155
524876;37
524772;0
524824;93
524798;31
524747;124
524851;12
524877;74
524773;6
524825;130
524799;0
528358;171
528376;117
528388;21
528364;33
528382;159
528370;75
524733;146
524837;34
524863;96
524759;28
524811;152
524734;183
524838;71
524864;133
524760;65
524812;9
524786;127
528359;28
528377;154
528389;58
528365;70
528383;16
528371;112
524735;40
524839;108
524865;170
524761;102
524813;46
524787;164
524732;109
524836;177
524862;0
524758;171
524810;115
524784;53
530249;118
530247;44
530248;81
530250;155
530246;7
524736;0
524840;145
524866;27
524762;139
524814;83
524788;21
524737;114
524867;64
524763;0
524815;120
524789;58
524738;151
524842;39
524868;101
524764;33
524816;157
524790;0
524739;8
524843;76
524869;138
524765;70
524817;0
524791;132
528361;102
528367;144
528385;90
528373;6
524740;45
524844;0
524870;175
524818;51
524792;169
524766;107
524741;82
524767;144
524793;26
524742;119
524846;7
524872;69
524820;125
524794;63
524768;181
528362;139
528380;85
528392;169
528368;181
528386;127
528374;43
524745;0
524849;118
524875;180
524771;112
524823;56
524797;174
524743;156
524847;44
524873;106
524769;38
524821;162
524795;100
524744;13
524848;81
524874;143
524770;75
524822;19
524796;137
524748;161
524852;49
524774;43
524826;0
524800;105
524749;18
524853;0
524879;148
524827;24
524801;142
47836;177
47837;34
522986;127
23496;137
19939;108
25438;171
24935;100
22914;0
22913;166
23497;174
24526;87
18499;108
20923;156
25436;97
25437;134
19938;71
23696;157
24743;16
23927;64
20924;13
20761;102
21721;162
19738;51
32084;13
25135;120
21039;128
23928;101
18933;146
21007;24
19743;56
21725;130
20939;28
18785;70
25106;127
19777;54
23948;121
18477;0
23002;39
19952;49
24842;79
19953;0
22928;181
24705;0
19673;166
19674;0
24706;87
20701;42
18682;39
20702;79
18684;0
19951;12
22679;148
21668;181
18685;150
19676;97
23760;0
23757;74
20007;0
19774;123
21763;96
21764;133
28198;51
28199;88
28200;125
28201;162
28202;19
28206;0
28207;24
28210;135
28211;172
28190;115
28191;152
28192;9
28193;46
22151;52
521844;173
521842;99
521841;62
521846;67
519402;179
525995;40
525999;8
525996;0
526000;45
526002;119
19795;180
19797;74
46123;156
46124;13
46125;0
46126;87
19798;111
21791;52
22789;78
46127;124
46129;18
24812;49
21792;89
22791;152
46132;129
23953;126
18802;159
30320;85
20945;70
26814;143
26818;111
26816;37
26815;180
26817;74
26822;79
26825;10
26820;0
26823;116
26831;52
26826;47
26829;0
526015;60
526029;38
526016;97
526030;75
526031;112
526018;171
526032;0
526037;154
526024;33
526038;11
526019;28
526033;6
526020;65
526034;43
526025;70
526026;107
526040;85
526021;102
526035;80
526022;139
30022;39
25113;26
46116;0
46118;151
46117;114
46115;40
46119;8
46109;178
46108;141
46111;72
46112;109
46107;0
46110;35
46113;146
46114;183
524612;169
524613;26
524614;63
25435;60
22517;94
524615;100
24933;26
524616;137
524617;174
30944;133
18516;17
18515;160
23503;36
22937;154
44207;184
39050;175
44206;147
24533;166
39057;74
39054;143
21124;33
519320;25
22941;0
18119;88
20129;118
19126;87
32094;0
20130;155
20072;169
32095;60
19127;124
20131;12
24114;143
19128;161
18121;162
24115;180
24961;162
24694;183
20941;102
20957;154
18960;65
25429;18
22951;132
20943;0
23654;43
44182;159
44181;0
55226;7
30477;134
23370;155
20417;154
20807;184
18787;144
25133;46
22793;46
524618;31
22794;83
21795;20
39063;116
39064;153
47344;153
22023;0
22328;121
22388;181
24373;6
23364;0
21041;22
20981;142
18028;141
24279;128
19631;52
21773;106
21774;143
21090;35
23088;161
47788;21
20094;83
20000;25
23090;55
22091;172
18085;90
22093;66
18002;79
22092;29
32867;184
47327;64
47330;175
47331;0
47332;69
47333;106
47334;143
47335;180
47321;22
47322;0
47323;96
47324;133
47325;170
47326;27
47345;10
20948;181
24956;157
18961;102
20329;138
20331;0
29568;161
30130;75
518308;21
29570;55
20349;0
48163;36
48164;73
21318;11
23315;100
25427;124
25425;0
20005;30
19321;102
24987;44
20335;180
25426;87
25428;161
47341;42
47340;0
22295;160
22297;54
20337;74
18280;105
32098;171
31757;154
19322;139
20006;67
19324;33
47346;47
47350;15
47349;0
47351;52
519962;19
519963;56
519964;93
519960;125
519961;162
41758;111
41762;79
32729;118
41759;148
41760;0
41763;116
41764;153
41768;121
41766;47
41767;84
41769;0
32728;81
41772;89
41774;163
41775;20
41776;57
41777;94
41778;0
41779;168
41780;25
41781;62
23319;0
22301;22
47378;151
47379;8
44177;154
44178;11
44179;48
44180;85
44175;80
44176;117
524115;0
524113;66
524116;177
524114;103
532821;62
532819;168
532820;25
532818;0
532816;57
532817;94
532822;99
25417;114
25418;151
25424;13
25037;94
18291;152
24315;20
20356;57
21341;142
22317;74
19338;11
25422;119
25415;40
25423;156
25416;0
25420;45
25421;82
514577;34
52259;28
514576;177
52260;65
52297;174
52257;134
514578;71
52258;171
22316;37
20354;163
21339;0
21340;105
19336;117
18290;115
55675;60
55676;97
55677;134
55678;171
18920;25
51281;22
51278;91
51279;128
51282;0
51283;96
51280;165
517065;110
517066;147
517067;184
23094;0
24093;0
19099;168
20031;92
22102;39
21104;13
19100;25
19101;62
48146;127
48147;164
48148;21
48152;169
48153;26
48154;63
48143;16
48155;100
48144;53
48156;137
48145;90
48149;58
48150;0
48151;132
47370;35
47373;146
47376;0
47369;178
47372;109
47375;40
47371;72
47377;114
515042;139
515045;70
515043;0
515046;107
515044;33
515047;144
530815;180
515048;181
530813;106
515049;38
530812;69
515050;75
530814;143
530811;0
518978;151
518985;0
518988;161
518987;124
518986;87
518990;55
518989;18
518977;114
518979;8
518982;119
518981;82
518980;45
518984;13
518983;156
48158;31
48159;0
48160;105
48157;174
19997;94
48587;64
24613;66
509722;39
21588;101
18597;134
31684;153
31888;141
29285;130
20104;93
24091;12
24092;49
22013;166
31887;0
20078;31
527758;111
527759;148
527760;0
527761;42
524118;71
524117;34
24077;34
24078;71
24079;108
23082;119
24993;0
36806;127
23083;156
24080;145
20080;105
19083;116
18074;43
17983;96
44491;72
509537;34
509538;71
509539;108
518860;105
52853;46
20340;0
52860;125
21325;90
52861;162
18986;127
17984;133
21988;141
17985;170
52854;83
24311;52
52856;157
20341;42
52857;0
18989;58
52858;51
28728;0
28733;46
52855;120
30860;85
20989;78
21136;117
17987;64
21635;40
19647;0
19648;141
19983;116
52859;88
22107;44
24926;127
45362;79
20985;110
52862;19
54956;97
54957;134
18987;164
19332;0
19104;173
52434;0
52433;166
22104;0
25738;111
25736;37
18992;169
19102;99
23986;87
23987;124
30700;105
21326;127
23324;73
20984;73
18286;147
23326;147
19330;75
30699;0
20033;166
49834;123
52393;126
52392;89
53960;145
20346;47
52391;52
38089;78
20330;175
532195;120
32868;0
508713;146
508714;183
23077;114
21076;57
18070;75
21077;94
25739;148
52025;10
25737;74
528201;0
25740;0
25413;146
25414;183
36802;159
36803;16
36804;53
36805;90
45336;17
45337;54
45338;91
45339;128
45334;123
45335;160
54919;168
54920;25
54921;62
54922;99
47358;0
47361;62
47362;99
47363;136
47355;20
47359;168
47353;126
49542;119
49544;13
49545;0
47360;25
49546;87
49547;124
49548;161
49549;18
49540;45
49541;82
49550;55
49551;92
49552;129
49553;166
49554;0
49555;60
49557;134
49558;171
518857;174
518856;137
518855;100
518854;63
518859;0
518858;31
45352;69
45343;96
45344;133
45345;170
52024;153
45340;165
45341;22
45342;0
44186;127
42216;137
42217;174
42218;31
42219;0
47364;173
47365;30
518853;26
518852;169
45346;27
45347;64
45348;101
47357;94
518851;132
518850;0
518849;58
45349;138
45351;0
44187;164
18073;6
24073;66
22079;88
21986;67
20986;147
24075;0
52394;163
514506;107
44196;137
19093;126
25411;72
24998;91
25412;109
32205;170
18284;73
21096;0
23092;129
20081;142
24029;58
22082;19
20082;179
25762;99
25763;136
19085;10
23086;87
20083;36
21081;62
22806;0
19010;115
22807;24
21803;136
22981;162
23135;100
23132;169
23133;26
21129;38
21995;40
19653;146
18096;137
23097;134
18094;63
21008;61
525757;54
525758;91
525759;128
18093;26
21108;161
22109;118
18097;174
20109;98
32078;151
36730;15
52267;144
52268;181
52265;70
52266;107
24094;123
20111;172
24095;160
31683;116
52261;102
52262;139
52263;0
52264;33
32682;179
24026;127
21669;38
24310;15
23985;0
24309;0
21032;49
44203;36
44202;179
44204;73
44205;110
44199;0
23078;151
19079;148
20075;100
21980;25
19081;42
20076;137
19069;138
36071;112
36072;0
36073;6
36074;43
45332;49
36070;75
45314;103
45315;0
45312;29
45313;66
20077;174
18071;112
23081;82
35937;0
37274;163
37275;20
53844;173
53843;136
37278;0
37279;168
37276;57
37277;94
32639;28
32638;171
41636;97
41635;60
23145;110
44200;105
44201;142
18536;37
44984;133
44985;170
44983;96
48161;142
19078;111
45556;57
45589;18
45574;183
45590;55
45553;126
45591;92
45583;156
45555;20
45560;25
45570;35
45578;151
45573;146
45565;30
45584;13
45569;178
45554;163
45559;168
45572;109
45564;173
45579;8
45575;40
45566;67
45558;0
45562;99
45557;94
45561;62
45592;129
45552;89
45563;136
45551;52
45576;0
45567;0
45580;45
45585;0
45586;87
45581;82
45588;161
45587;124
45582;119
45571;72
49849;138
49854;143
49855;180
49852;69
49856;37
49857;74
49858;111
49853;106
49859;148
49848;101
49846;27
49862;79
49860;0
49863;116
49864;153
49861;42
20544;173
24554;43
23521;162
18528;101
19539;0
37280;25
49888;141
49889;178
49887;0
49883;136
49884;173
49886;67
49878;0
49879;168
49873;126
49874;163
49876;57
49877;94
49892;109
49891;72
49870;15
49871;52
49872;89
49869;0
49867;84
49898;151
49896;0
49897;114
49894;183
49900;45
49901;82
19506;107
22496;37
18860;145
21849;38
24878;151
24879;8
20862;0
24880;45
23844;53
22841;22
19841;82
19842;119
18857;34
23842;159
19843;156
23843;16
18858;71
24877;114
18856;177
18859;108
516345;110
23854;63
516349;78
21857;154
24884;13
516346;147
18864;0
516347;184
23855;100
516348;0
21858;11
516350;115
516351;152
22846;27
25122;179
24883;156
21856;117
20866;27
20867;64
23852;169
19853;166
22845;170
23853;26
19851;92
19854;0
32674;63
32675;100
20832;29
21809;178
18594;0
23583;116
37243;96
30504;53
18595;60
19595;160
21586;27
24859;168
20844;0
20846;7
20848;81
22829;118
25115;100
22830;155
23828;181
22831;12
24861;62
21823;156
20850;155
24862;99
18844;93
19827;0
23827;144
48139;48
18887;64
23866;147
18888;101
19174;63
22175;40
19170;0
20186;67
18152;49
19171;132
24155;40
19172;169
24156;0
19173;26
19876;117
21875;100
18890;175
19877;154
20885;10
22866;47
23873;46
23874;83
24898;171
38544;173
515959;48
515960;85
515961;0
515962;159
515963;16
515964;53
33826;27
33827;64
33828;101
33829;138
33825;170
24324;173
22326;47
18297;0
19342;159
24323;136
515772;0
515773;6
515774;43
515775;80
515776;117
515777;154
515778;11
515779;48
515780;85
515781;0
515782;159
515783;16
515763;0
515764;33
515765;70
515766;107
515767;144
515768;181
515769;38
515770;75
515771;112
519715;60
519731;112
519716;97
519718;171
519733;6
47899;168
47900;25
47901;62
47902;99
47903;136
47904;173
47905;30
525805;30
515784;53
525806;67
525807;0
23847;164
23848;21
30820;45
19847;124
19848;161
30822;119
21852;0
30826;87
18862;39
30811;72
21850;75
19169;58
30817;114
19844;13
22842;0
30821;82
18861;182
30825;0
33831;0
33832;69
33833;106
33834;143
33830;175
526767;164
526768;21
526769;58
526770;0
526765;90
526766;127
19295;40
19296;0
23290;75
19297;114
18256;117
24327;0
20363;136
519723;0
519725;70
47892;89
47893;126
47894;163
47895;20
47896;57
47897;94
47898;0
24887;124
24888;161
30813;146
25124;73
30824;13
21861;0
23856;137
19858;171
30816;0
21862;159
30814;183
18865;150
22848;101
30823;156
21859;48
20874;143
30812;109
19856;97
24886;87
30810;35
38469;98
18846;0
21828;161
25117;174
21877;174
